Q50017,R277156
Q96713,R390326
Q96726,R969789
Q96730,R974156
Q96732,R271650
Q96734,R584527
Q96741,R083129
Q96753,R968529
Q96756,R753121
Q96765,R762930
Q96772,R969296
Q96775,R791173
Q96777,R493789
Q96782,R616940
Q96787,R189975
Q96789,R141584
Q96795,R840766
Q96801,R293708
Q96809,R569289
Q96812,R831924
Q96814,R529752
Q96821,R610314
Q96826,R903122
Q96834,R391442
Q96838,R717167
Q96839,R609565
Q96840,R052658
Q96847,R525417
Q96855,R769893
Q96856,R687995
Q96859,R110687
Q96860,R135337
Q96861,R791417
Q96866,R049722
Q96868,R324359
Q96871,R530245
Q96878,R141541
Q96885,R138920
Q96886,R742756
Q96891,R023510
Q96897,R426546
Q96898,R549990
Q96927,R461105
Q96930,R113353
Q96932,R308832
Q96939,R383791
Q96940,R879218
Q96941,R533991
Q96946,R863009
Q96950,R013834
Q96953,R285807
Q96956,R717239
Q96960,R881122
Q96988,R970704
Q96994,R359006
Q97002,R754318
Q97003,R552776
Q97004,R264238
Q97007,R367583
Q97010,R693252
Q97012,R363313
Q97015,R552188
Q97017,R362554
Q97025,R211694
Q97035,R915568
Q97046,R094352
Q97050,R767401
Q97052,R064400
Q97053,R942041
Q97054,R939835
Q97070,R467872
Q97074,R132151
Q97078,R068617
Q97087,R934728
Q97092,R202626
Q97103,R573159
Q97105,R552679
Q97106,R207711
Q97107,R027441
Q97108,R548189
Q97115,R968216
Q97116,R644001
Q97120,R629287
Q97123,R438929
Q97132,R817497
Q97136,R536320
Q97137,R400801
Q97142,R294266
Q97143,R392800
Q97144,R493061
Q97150,R759746
Q97159,R482691
Q97160,R502270
Q97161,R639814
Q97163,R133531
Q97176,R567684
Q97177,R210171
Q97178,R265388
Q97185,R964937
Q97190,R396683
Q97194,R759685
Q97198,R233179
Q97201,R118776
Q97208,R079836
Q97211,R369509
Q97215,R181077
Q97225,R431100
Q97227,R539987
Q97229,R194429
Q97231,R813353
Q97241,R968961
Q97243,R950834
Q97253,R542752
Q97255,R915797
Q97264,R553811
Q97266,R992070
Q97270,R302055
Q97280,R544164
Q97283,R175886
Q97287,R736248
Q97288,R171845
Q97291,R460508
Q97294,R446962
Q97298,R865026
Q97305,R864563
Q97322,R855164
Q97331,R183585
Q97338,R210037
Q97348,R879574
Q97362,R111802
Q97363,R157190
Q97368,R960881
Q97371,R119401
Q97376,R576516
Q97380,R282081
Q97386,R630688
Q97388,R939989
Q97390,R108994
Q97394,R313533
Q97395,R000736
Q97398,R314772
Q97401,R940260
Q97405,R201953
Q97409,R152488
Q97415,R310988
Q97416,R913635
Q97421,R717734
Q97429,R569006
Q97437,R843528
Q97440,R014378
Q97441,R515584
Q97443,R524406
Q97453,R957937
Q97454,R874167
Q97464,R595159
Q97472,R454638
Q97475,R206651
Q97476,R386089
Q97479,R300068
Q97483,R910735
Q97484,R926771
Q97485,R632059
Q97486,R064037
Q97493,R340291
Q97496,R703846
Q97497,R777962
Q97500,R093980
Q97507,R942682
Q97508,R514566
Q97511,R408877
Q97512,R153715
Q97518,R324962
Q97532,R651073
Q97538,R331914
Q97552,R796838
Q97559,R512116
Q97562,R333110
Q97566,R958538
Q97568,R454435
Q97578,R575135
Q97579,R360121
Q97580,R124213
Q97585,R834379
Q97586,R681454
Q97591,R179897
Q97618,R289039
Q97619,R751724
Q97627,R822709
Q97636,R817980
Q97643,R614248
Q97647,R785525
Q97657,R322708
Q97658,R142582
Q97661,R961874
Q97665,R877404
Q97666,R980912
Q97672,R277676
Q97675,R365159
Q97686,R547371
Q97688,R875673
Q97693,R322842
Q97702,R185115
Q97703,R864679
Q97704,R785864
Q97713,R103078
Q97719,R832468
Q97725,R965186
Q97726,R367474
Q97727,R222844
Q97729,R983214
Q97732,R131718
Q97733,R731350
Q97735,R176667
Q97739,R954122
Q97740,R577265
Q97750,R099842
Q97754,R460492
Q97755,R081771
Q97757,R905506
Q97764,R487818
Q97769,R569081
Q97778,R378236
Q97783,R347495
Q97786,R759539
Q97789,R955140
Q97791,R984890
Q97793,R667763
Q97794,R152103
Q97795,R433447
Q97796,R689387
Q97799,R890915
Q97800,R779988
Q97802,R073974
Q97804,R014106
Q97806,R491296
Q97809,R564675
Q97819,R959381
Q97827,R938450
Q97832,R868415
Q97834,R229283
Q97838,R150045
Q97852,R842524
Q97854,R467505
Q97872,R383996
Q97873,R337256
Q97882,R017684
Q97884,R313818
Q97886,R842767
Q97890,R981672
Q97892,R413815
Q97899,R701053
Q97903,R737378
Q97910,R445293
Q97926,R693012
Q97933,R951792
Q97936,R169311
Q97938,R803098
Q97939,R961442
Q97966,R154820
Q97967,R723979
Q97976,R631833
Q97979,R868577
Q97981,R979966
Q97985,R711835
Q97988,R416313
Q97995,R696885
Q97996,R303909
Q97997,R048805
Q97999,R477293
Q98006,R511966
Q98008,R801141
Q98011,R509155
Q98012,R558672
Q98014,R772654
Q98016,R852831
Q98022,R604426
Q98025,R964723
Q98030,R309098
Q98034,R705132
Q98037,R371222
Q98038,R629108
Q98039,R370964
Q98043,R954764
Q98045,R277327
Q98046,R585290
Q98047,R046171
Q98054,R205636
Q98061,R885263
Q98065,R254214
Q98066,R592757
Q98071,R634760
Q98076,R604949
Q98079,R249874
Q98082,R346235
Q98086,R865776
Q98088,R357007
Q98097,R378392
Q98103,R159453
Q98109,R219019
Q98126,R045322
Q98129,R892908
Q98132,R912110
Q98138,R219098
Q98139,R351186
Q98141,R156392
Q98142,R752071
Q98147,R879128
Q98149,R839156
Q98154,R535921
Q98178,R581324
Q98189,R627532
Q98204,R960436
Q98206,R271620
Q98208,R489413
Q98210,R831329
Q98212,R214433
Q98216,R055237
Q98224,R715768
Q98228,R613164
Q98230,R325169
Q98232,R496395
Q98243,R446718
Q98251,R448800
Q98254,R196115
Q98260,R130831
Q98263,R166473
Q98266,R999417
Q98277,R508490
Q98279,R831147
Q98281,R167353
Q98295,R595582
Q98305,R868330
Q98309,R770646
Q98310,R354725
Q98313,R899180
Q98319,R975080
Q98326,R899812
Q98332,R187542
Q98336,R054355
Q98343,R576879
Q98344,R578252
Q98346,R535603
Q98353,R814366
Q98356,R320999
Q98365,R900256
Q98370,R225333
Q98374,R441062
Q98376,R662817
Q98382,R670183
Q98404,R101635
Q98409,R642024
Q98420,R997810
Q98426,R817121
Q98429,R203876
Q98436,R369337
Q98437,R326496
Q98448,R919390
Q98451,R872383
Q98453,R061663
Q98454,R724195
Q98460,R706617
Q98464,R133594
Q98479,R281202
Q98484,R749924
Q98485,R624452
Q98486,R922979
Q98493,R157671
Q98496,R917299
Q98498,R031739
Q98506,R436596
Q98510,R705343
Q98512,R991412
Q98513,R001561
Q98518,R996624
Q98523,R317182
Q98528,R928962
Q98529,R902034
Q98537,R880331
Q98542,R319360
Q98543,R375225
Q98544,R069785
Q98550,R510567
Q98551,R439159
Q98552,R426749
Q98567,R373518
Q98568,R310964
Q98579,R649789
Q98580,R383138
Q98582,R086982
Q98586,R874172
Q98590,R447846
Q98600,R194746
Q98604,R996426
Q98607,R621536
Q98610,R188080
Q98612,R726275
Q98619,R833542
Q98623,R784315
Q98627,R103290
Q98629,R255160
Q98631,R834921
Q98637,R989880
Q98640,R187585
Q98651,R746740
Q98652,R237745
Q98656,R764377
Q98663,R008875
Q98664,R105435
Q98669,R715159
Q98674,R168191
Q98677,R940823
Q98686,R398929
Q98687,R407125
Q98690,R397314
Q98694,R792272
Q98713,R662839
Q98718,R652590
Q98721,R531097
Q98722,R803205
Q98729,R280771
Q98730,R359652
Q98735,R964066
Q98740,R421365
Q98742,R077315
Q98743,R203387
Q98748,R474913
Q98754,R375981
Q98782,R054260
Q98785,R203724
Q98793,R268202
Q98796,R031599
Q98798,R263838
Q98801,R487334
Q98813,R267946
Q98817,R652946
Q98818,R125040
Q98822,R836969
Q98829,R046821
Q98832,R196002
Q98835,R031795
Q98841,R678890
Q98842,R459881
Q98843,R854135
Q98847,R874378
Q98850,R684672
Q98852,R935414
Q98855,R785742
Q98856,R812102
Q98862,R975680
Q98867,R057500
Q98875,R089432
Q98877,R683117
Q98879,R989550
Q98883,R062172
Q98894,R162525
Q98898,R945301
Q98899,R674506
Q98904,R298233
Q98916,R987808
Q98924,R966754
Q98929,R612491
Q98934,R032133
Q98942,R952853
Q98943,R703214
Q98949,R642848
Q98951,R453127
Q98952,R211733
Q98954,R320396
Q98959,R799274
Q98963,R324223
Q98971,R466553
Q98973,R745784
Q98981,R449099
Q98982,R599560
Q98989,R011919
Q98991,R489090
Q98995,R693890
Q99006,R276371
Q99007,R377588
Q99011,R937058
Q99013,R171668
Q99015,R897613
Q99020,R724503
Q99027,R927151
Q99045,R616690
Q99051,R247344
Q99056,R822016
Q99057,R147656
Q99066,R345823
Q99071,R513003
Q99072,R375003
Q99075,R455504
Q99078,R918163
Q99083,R310904
Q99087,R168390
Q99097,R616306
Q99108,R881341
Q99110,R225496
Q99132,R866698
Q99145,R820779
Q99146,R921045
Q99153,R083720
Q99164,R866845
Q99165,R129897
Q99185,R043209
Q99187,R328565
Q99189,R710362
Q99198,R080552
Q99201,R474607
Q99215,R019363
Q99216,R058681
Q99219,R675350
Q99231,R929867
Q99234,R020619
Q99236,R392485
Q99237,R280645
Q99238,R733530
Q99240,R945524
Q99247,R377540
Q99248,R880473
Q99254,R576655
Q99258,R274863
Q99264,R547514
Q99265,R724797
Q99266,R444783
Q99271,R654801
Q99281,R243739
Q99284,R683420
Q99290,R364965
Q99298,R246218
Q99309,R007870
Q99313,R001559
Q99315,R370239
Q99318,R325591
Q99321,R070571
Q99323,R149193
Q99324,R687838
Q99326,R977233
Q99327,R973695
Q99329,R690120
Q99333,R167150
Q99334,R345494
Q99342,R365126
Q99343,R854067
Q99347,R957000
Q99359,R216221
Q99360,R623054
Q99361,R746502
Q99368,R682100
Q99373,R962928
Q99375,R015591
Q99377,R888373
Q99380,R242077
Q99385,R123889
Q99387,R718191
Q99388,R171538
Q99396,R031020
Q99401,R737455
Q99408,R977295
Q99411,R251125
Q99416,R750077
Q99420,R266468
Q99422,R310268
Q99423,R635397
Q99433,R075270
Q99435,R606669
Q99439,R374901
Q99445,R443895
Q99448,R560931
Q99449,R695564
Q99454,R350782
Q99455,R992505
Q99461,R144061
Q99464,R913026
Q99466,R388038
Q99469,R355264
Q99475,R330442
Q99476,R889831
Q99477,R431141
Q99487,R415508
Q99493,R152084
Q99506,R770263
Q99507,R007047
Q99513,R495844
Q99521,R082214
Q99523,R687479
Q99525,R030731
Q99533,R163459
Q99535,R851766
Q99538,R043554
Q99546,R221320
Q99551,R142753
Q99552,R957800
Q99557,R757438
Q99559,R892891
Q99561,R242542
Q99565,R524816
Q99573,R518641
Q99576,R590779
Q99578,R802990
Q99579,R392010
Q99588,R371235
Q99590,R057708
Q99596,R532869
Q99600,R985610
Q99603,R062538
Q99612,R805350
Q99617,R262015
Q99619,R448174
Q99622,R804753
Q99626,R876998
Q99630,R763042
Q99633,R343498
Q99653,R765920
Q99665,R384669
Q99666,R493798
Q99670,R871154
Q99675,R758671
Q99676,R639742
Q99678,R813905
Q99679,R136089
Q99709,R811449
Q99722,R421389
Q99724,R942258
Q99733,R608038
Q99734,R724273
Q99736,R989158
Q99738,R694872
Q99739,R380259
Q99743,R055447
Q99748,R977294
Q99752,R334365
Q99755,R245115
Q99763,R034725
Q99767,R457284
Q99774,R631602
Q99779,R441966
Q99783,R962080
Q99785,R212219
Q99787,R279907
Q99803,R938001
Q99805,R963264
Q99813,R917323
Q99819,R827243
Q99824,R413291
Q99825,R830069
Q99828,R635326
Q99832,R907778
Q99835,R795376
Q99836,R784844
Q99838,R320585
Q99843,R236887
Q99858,R550830
Q99877,R057541
Q99879,R633913
Q99883,R785621
Q99889,R582306
Q99900,R500088
Q99903,R709915
Q99911,R708776
Q99912,R486811
Q99914,R475118
Q99915,R044043
Q99921,R294517
Q99926,R112942
Q99941,R168457
Q99943,R475705
Q99958,R283274
Q99960,R514414
Q99966,R340287
Q99967,R568417
Q99968,R661275
Q99970,R263204
Q99972,R336410
Q99973,R759408
Q99975,R726991
Q99999,R017071
